,股票代码,质押日期,股东名称,质押方,质押股数(万股),占所持股比例(%),占总股本比例(%),冻结事由,冻结期限,状态,预警线(估算),平仓线(估算),质押日收盘价(前复权)(元),最新收盘价(元),质押股数(万股).1,占所持股比例(%).1,占总股本比例(%).1,解除日期,公告日期,平仓日
81,000536.SZ,2017/4/24,中华映管(百慕大)股份有限公司,渤海国际信托股份有限公司,"1,000.00",2.19,0.58,质押给渤海国际信托股份有限公司用于融资,质押开始日期2017年4月24日至质权人办理解除质押登记手续之日,已到平仓线,3.85,3.37,6.02,3.07,"44,500.00",97.63,25.74,--,2017/4/26,20180528
82,000536.SZ,2017/3/31,中华映管(百慕大)股份有限公司,渤海国际信托股份有限公司,"4,200.00",9.21,2.43,质押给渤海国际信托股份有限公司,质押自2017年3月31日到质权人办理解除质押登记手续之日,已到平仓线,4.19,3.66,6.54,3.07,"43,500.00",95.44,25.16,--,2017/4/6,20180502
83,000536.SZ,2017/3/21,中华映管(百慕大)股份有限公司,渤海国际信托股份有限公司,"14,800.00",32.47,8.56,"华映百慕大将其持有的本公司148,000,000股质押给渤海国际信托股份有限公司",质押起始日2017年3月21日,已到平仓线,4.64,4.06,7.25,3.07,"43,456.25",95.34,25.14,--,2017/3/23,20180206
84,000536.SZ,2017/2/9,中华映管(百慕大)股份有限公司,中铁信托有限责任公司,"8,000.00",16.94,4.63,"华映百慕大将其持有的本公司限售流通股合计80,000,000股质押给中铁信托有限责任公司",冻结起始日2017年2月9日。,已到平仓线,4.6,4.02,7.18,3.07,"43,500.00",92.11,25.16,--,2017/2/11,20180206
85,000536.SZ,2016/12/23,中华映管(百慕大)股份有限公司,渤海国际信托股份有限公司,"6,600.00",13.31,3.82,"中华映管(百慕大)股份有限公司将其持有的公司股份66,000,000股与渤海国际信托股份有限公司进行股票质押用途为融资",质押期限自2016年12月23日起至办理解除质押登记手续之日止。,已到平仓线,5.74,5.02,8.96,3.07,"48,500.00",97.83,28.05,--,2016/12/27,20171122
86,000536.SZ,2016/11/10,莆田市国有资产投资有限公司,西藏信托有限公司,"23,741.69",100.0,13.73,质押给西藏信托有限公司用于补充流动资金,2016年11月10日起至质权人办理解除质押登记手续之日止,已到平仓线,5.17,4.53,8.08,3.07,"23,741.69",100,13.73,--,2016/12/22,20180131
87,000541.SZ,2016/8/19,香港华晟控股有限公司,中国进出口银行,"8,396.66",49.0,6.6,为贷款提供质押担保,--,已到平仓线,5.93,5.18,9.26,5.18,"8,396.66",49,6.6,--,2016/8/23,20181016
88,000541.SZ,2016/8/19,广东省电子信息产业集团有限公司,中国进出口银行,"2,957.53",49.0,2.32,为贷款提供质押担保,--,已到平仓线,5.93,5.18,9.26,5.18,"2,957.53",49,2.32,--,2016/8/23,20181016
89,000545.SZ,2016/11/22,金浦投资控股集团有限公司,长江证券股份有限公司,"3,600.00",9.78,3.65,金浦投资与长江证券股份有限公司签订了股票质押回购协议,"本次质押期限为三年,自2016年11月22日至2019年11月22日。",已到平仓线,4.0,3.5,6.24,3.18,"35,811.01",97.3,36.29,2019/11/22,2016/11/23,20181224
90,000558.SZ,2017/11/15,莱茵达控股集团有限公司,上海浦东发展银行股份有限公司杭州文晖支行,"4,500.00",7.32,3.49,质押给上海浦东发展银行股份有限公司杭州文晖支行,质押开始日期2017年11月15日,已到平仓线,3.71,3.24,5.79,3.23,"54,175.00",88.1,42.02,--,2017/11/20,20180806
91,000558.SZ,2017/5/26,莱茵达控股集团有限公司,申万宏源证券有限公司,300,0.73,0.35,质押给申万宏源证券有限公司用于融资,质押开始日期2017年5月26日,已到平仓线,4.05,3.55,6.33,3.23,"33,150.00",80.86,38.57,--,2017/6/1,20180628
92,000558.SZ,2017/5/12,莱茵达控股集团有限公司,申万宏源西部证券有限公司,0,0.0,0.0,"莱茵达控股集团质押股份给申万宏源西部证券有限公司,用途融资。",质押开始日期2017-05-12,已到平仓线,4.31,3.77,6.73,3.23,"53,000.00",86.19,41.11,--,2019/4/4,20180621
93,000558.SZ,2017/4/21,莱茵达控股集团有限公司,国信证券股份有限公司,700,1.71,0.81,融资,质押起始日2017年4月21日,已到平仓线,4.67,4.09,7.3,3.23,"30,000.00",73.18,34.9,--,2017/4/27,20180222
94,000558.SZ,2016/2/2,莱茵达控股集团有限公司,广州证券股份有限公司,263,0.64,0.31,莱茵达控股集团将其所持有的公司股份质押给广州证券股份有限公司用于融资,质押开始日期2016年2月2日,已到平仓线,6.38,5.58,9.96,3.23,"34,163.20",83.34,39.75,--,2016/2/4,20171120
95,000558.SZ,2016/2/2,莱茵达控股集团有限公司,广州证券股份有限公司,789,1.92,0.92,莱茵达控股集团将其所持有的公司股份质押给广州证券股份有限公司用于融资,质押开始日期2016年2月2日,已到平仓线,6.38,5.58,9.96,3.23,"34,163.20",83.34,39.75,--,2016/2/4,20171120
96,000564.SZ,2017/12/28,海航商业控股有限公司,中国民生银行股份有限公司深圳分行,"2,300.00",2.5,0.38,"海航商业控股有限公司质押23,000,000股给中国民生银行股份有限公司深圳分行用于融资",质押期限从2017年12月28日至被担保债务被支付和偿还完毕之日或所设定的担保解除和履行完毕之日,已到平仓线,3.05,2.67,4.77,2.28,"91,241.58",99.17,15.19,--,2017/12/30,20181011
97,000564.SZ,2017/12/28,海航商业控股有限公司,中国民生银行股份有限公司深圳分行,"3,000.00",3.26,0.5,"海航商业控股有限公司质押30,000,000股给中国民生银行股份有限公司深圳分行用于融资",质押期限从2017年12月28日至被担保债务被支付和偿还完毕之日或所设定的担保解除和履行完毕之日,已到平仓线,3.05,2.67,4.77,2.28,"91,241.58",99.17,15.19,--,2017/12/30,20181011
98,000564.SZ,2017/12/18,海航商业控股有限公司,盛京银行股份有限公司长春分行,"2,500.00",2.72,0.42,"海航商业控股有限公司将25,000,000股股份质押给盛京银行股份有限公司长春分行用于融资。",冻结日期从2017年12月18日至主合同项下全部债务清偿完毕之日止,已到平仓线,3.05,2.67,4.77,2.28,"91,241.58",99.17,15.19,--,2017/12/20,20181011
99,000564.SZ,2017/12/12,海航商业控股有限公司,中国华融资产管理股份有限公司海南省分公司,"7,000.00",7.61,1.17,"海航商业控股有限公司质押70,000,000股给中国华融资产管理股份有限公司海南省分公司用于融资",质押起始日为2017年12月12日至主合同项下全部债务清偿完毕之日,已到平仓线,3.05,2.67,4.77,2.28,"88,741.58",96.45,14.77,--,2017/12/14,20181011
100,000564.SZ,2017/12/6,湖南新合作实业投资有限公司,江苏银行股份有限公司北京分行,"5,300.00",16.71,0.88,"湖南新合作实业投资有限公司质押53,000,000股给江苏银行股份有限公司北京分行用于融资",质押期限从2017年12月6日至清偿主合同项下所欠全部本金、利息及其他应付款项为止,已到平仓线,3.05,2.67,4.77,2.28,"21,484.73",67.74,3.58,--,2017/12/8,20181011
101,000564.SZ,2017/11/27,海航实业集团有限公司,天津银行股份有限公司北京分行,910.59,2.93,0.15,"海航实业集团有限公司将9,105,890股股份质押给天津银行股份有限公司北京分行用于融资",冻结日期从2017年11月7日至全部被担保债务被无条件地并不可撤销地支付和偿还完毕之日或所设定的担保被无条件地并不可撤销地解除和履行完毕之日,已到平仓线,3.05,2.67,4.77,2.28,"31,046.89",100,5.17,--,2017/11/29,20181011
102,000564.SZ,2017/11/22,海航商业控股有限公司,昆仑信托有限责任公司,"2,000.00",2.17,0.33,"海航商业控股有限公司质押20,000,000股给昆仑信托有限责任公司用于融资",冻结期限是2017年11月22号到主合同项下全部债务清偿完毕之日,已到平仓线,3.21,2.81,5.01,2.28,"78,951.28",85.81,13.14,--,2017/11/24,20181011
103,000564.SZ,2017/11/7,海航实业集团有限公司,天津银行股份有限公司北京分行,987.48,3.18,0.16,"海航实业集团有限公司质押9,874,759股给天津银行股份有限公司北京分行用于融资","质押开始日期2017-11-7
质押到期日全部被担保债务被无条件地并不可撤销地支付和偿还完毕之日或所设定的担保被无条件地并不可撤销地解除和履行完毕之日",已到平仓线,3.51,3.07,5.48,2.28,"30,136.30",97.07,5.02,--,2017/11/9,20180831
104,000564.SZ,2017/10/26,海航实业集团有限公司,天津银行股份有限公司北京分行,"2,788.17",8.98,0.46,"海航实业集团有限公司质押给天津银行股份有限公司北京分行27,881,672股用于融资",质押开始日期2017年10月26日.,已到平仓线,3.67,3.21,5.73,2.28,"29,148.82",93.89,4.85,--,2017/10/28,20180817
105,000564.SZ,2017/8/21,湖南新合作实业投资有限公司,江苏银行股份有限公司北京分行,"1,844.80",5.82,0.31,"湖南新合作与江苏银行股份有限公司北京分行签订了股票质押合同,于2017年8月21日将其持有的本公司18,447,958股股份办理了质押融资","质押开始日期2017-08-21
质押到期日2022-08-20",已到平仓线,4.14,3.62,6.47,2.28,"11,844.80",37.35,1.97,2022/8/20,2017/8/23,20180802
106,000564.SZ,2017/8/9,海航实业集团有限公司,天津银行股份有限公司北京分行,"4,418.66",14.23,0.74,"海航实业集团有限公司质押给天津银行股份有限公司北京分行44,186,557股用于融资","质押开始日期2017年8月9日,至全部被担保债务被无条件地并不可撤销地支付和偿还完毕之日或所设定的担保被无条件地并不可撤销地解除和履行完毕之日.",已到平仓线,4.18,3.66,6.54,2.28,"24,278.66",78.2,4.04,--,2017/8/11,20180802
107,000564.SZ,2017/6/12,海航商业控股有限公司,嘉兴首建桠栊八号投资合伙企业(有限合伙),"3,012.05",3.27,0.5,"海航商业控股有限公司质押30,120,482股给嘉兴首建桠栊八号投资合伙企业(有限合伙)用于融资","质押开始日期(年-月-日)2017-6-12
质押到期日(年-月-日)按照主合同的约定履行完毕全部义务之日",已到平仓线,4.15,3.63,6.48,2.28,"87,049.47",94.61,14.49,--,2017/6/14,20180802
108,000564.SZ,2017/5/26,海航商业控股有限公司,昆仑信托有限责任公司,"3,576.54",3.89,0.6,"海航商业控股有限公司质押35,765,380股给昆仑信托有限责任公司用于融资","质押开始日期(年-月-日)2017-5-26
质押到期日(年-月-日)按照主合同的约定履行完毕全部义务之日",已到平仓线,4.2,3.67,6.56,2.28,"84,037.42",91.34,13.99,--,2017/6/1,20180802
109,000564.SZ,2017/4/27,海航实业集团有限公司,天津银行股份有限公司北京分行,"19,860.00",63.97,3.31,"2017年4月27日,海航实业与天津银行股份有限公司北京分行签订了股权质押协议,将其持有的本公司198,600,000股股份办理了质押融资",质押起始日2017-04-27,已到平仓线,4.69,4.11,7.33,2.28,"19,860.00",63.97,3.31,--,2017/4/29,20180730
110,000564.SZ,2017/2/15,湖南新合作实业投资有限公司,江苏银行股份有限公司北京分行,"10,000.00",31.53,1.66,"湖南新合作实业投资有限公司将其持有的100,000,000股质押给江苏银行股份有限公司北京分行","质押开始日期2017年02月15日
质押到期日2022年02月14日",已到平仓线,5.24,4.59,8.19,2.28,"10,000.00",31.53,1.66,2022/2/14,2017/2/17,20180720
111,000564.SZ,2016/12/16,海航商业控股有限公司,苏州信托有限公司,"6,021.00",6.54,1.0,"海航商业与苏州信托有限公司签订了股票质押合同,于2016年12月16日将其持有的本公司130,210,000股股份办理了质押融资",质押自2016-12-16到2018-2-15,已到平仓线,5.64,4.94,8.81,2.28,"91,241.58",99.17,15.19,--,2018/12/6,20171123
112,000564.SZ,2016/12/13,海航商业控股有限公司,盛京银行股份有限公司长春分行,"2,180.00",2.37,0.36,融资,"初始交易日为2016年12月13日,回购交易日为2019年12月12日。",已到平仓线,5.78,5.06,9.03,2.28,"71,859.88",78.1,11.96,2019/12/12,2016/12/15,20171122
113,000564.SZ,2016/12/13,海航商业控股有限公司,盛京银行股份有限公司长春分行,"11,304.35",12.29,1.88,融资,"初始交易日为2016年12月13日,回购交易日为2019年12月12日。",已到平仓线,5.78,5.06,9.03,2.28,"71,859.88",78.1,11.96,2019/12/12,2016/12/15,20171122
114,000564.SZ,2016/11/24,海航商业控股有限公司,深圳锦沃投资控股企业(有限合伙),"18,442.62",20.05,3.07,质押给深圳锦沃投资控股企业(有限合伙),"质押开始日期2016年11月24日,担保债务被支付和偿还完毕之日或所设定的担保解除和履行完毕之日",已到平仓线,5.93,5.19,9.26,2.28,"60,555.53",65.82,10.08,--,2016/11/26,20171117
115,000564.SZ,2016/10/26,深圳市鼎发稳健股权投资合伙企业(有限合伙),中天证券股份有限公司,"33,700.00",93.75,5.61,"深圳市鼎发稳健股权投资合伙企业(有限合伙)将其持有的366,000,546股股数质押给中天证券股份有限公司用于融资。",质押自2016-10-26到2018-4-25,已到平仓线,6.09,5.33,9.51,2.28,"34,200.00",95.14,5.69,--,2018/8/18,20171117
116,000566.SZ,2017/8/22,深圳市南方同正投资有限公司,东北证券股份有限公司,"1,930.00",4.24,1.44,质押东北证券股份有限公司,"质押开始日期2017年8月22日,解除质押日期质权人申请解除质押登记为止",已到平仓线,8.28,7.25,12.94,5.79,"33,224.57",72.96,24.87,--,2018/8/17,20180806
117,000566.SZ,2017/8/21,深圳市南方同正投资有限公司,国融证券股份有限公司,"2,369.98",5.2,1.77,质押给国融证券股份有限公司,"质押开始日期2017年8月21日,解除质押日期质权人申请解除质押登记为止",已到平仓线,8.26,7.23,12.91,5.79,"33,224.57",72.96,24.87,--,2018/8/17,20180806
118,000566.SZ,2017/5/26,深圳市南方同正投资有限公司,第一创业证券股份有限公司,"4,700.00",10.32,3.52,质押给第一创业证券股份有限公司,至质权人申请解除质押登记为止,已到平仓线,8.44,7.39,13.19,5.79,"45,075.33",98.99,33.74,--,2017/6/1,20180802
119,000566.SZ,2017/5/16,深圳市南方同正投资有限公司,东证融汇证券资产管理有限公司,"1,540.00",3.38,1.15,质押给东证融汇证券资产管理有限公司,至质权人申请解除质押登记为止,已到平仓线,8.46,7.41,13.22,5.79,"45,075.33",98.99,33.74,--,2017/6/1,20180802
120,000566.SZ,2016/11/9,深圳市南方同正投资有限公司,华西证券股份有限公司,"1,020.00",2.24,0.76,质押给华西证券股份有限公司,质权人申请解除质押登记为止,已到平仓线,8.76,7.66,13.68,5.79,"45,075.33",98.99,33.74,--,2017/6/1,20180802
121,000566.SZ,2016/11/2,深圳市南方同正投资有限公司,华西证券股份有限公司,882,1.94,0.66,质押给华西证券股份有限公司,质权人申请解除质押登记为止,已到平仓线,9.03,7.9,14.11,5.79,"45,075.33",98.99,33.74,--,2017/6/1,20180730
122,000566.SZ,2016/9/14,深圳市南方同正投资有限公司,深圳前海金鹰资产管理有限公司,"13,082.59",28.73,9.79,"南方同正与深圳前海金鹰资产管理有限公司办理了质押融资手续,将其持有本公司股份130,825,900股进行了质押",质押日期自2016年9月14日至质权人申请解除质押登记为止,已到平仓线,8.37,7.32,13.08,5.79,"45,173.33",99.2,33.81,--,2016/9/20,20180806
123,000567.SZ,2018/4/24,永泰集团有限公司,安信信托股份有限公司,"15,313.94",52.63,34.63,"永泰集团有限公司质押153,139,356股给安信信托股份有限公司用于融资",冻结期限是2018年4月24日至办理解除质押登记之日止,已到平仓线,10.38,9.08,16.22,8.33,"29,096.48",100,65.8,--,2018/4/28,20190613
124,000576.SZ,2017/10/16,德力西集团有限公司,国民信托有限公司,"3,000.00",16.3,6.77,"德力西集团有限公司质押给国民信托有限公司30,000,000股用于担保",质押开始日期2017年10月16日至被担保债务履行完毕之日。,已到平仓线,10.66,9.33,16.66,8.09,"18,000.00",97.83,40.64,--,2017/10/18,20180712
125,000576.SZ,2017/2/27,德力西集团有限公司,中信证券股份有限公司,"8,000.00",43.48,18.06,融资,"质押开始日期2017年2月27日,质押解除日期2020年2月27日",已到平仓线,9.96,8.72,15.57,8.09,"18,000.00",97.83,40.64,2020/2/27,2017/3/2,20180713
126,000584.SZ,2017/2/10,无锡联创人工智能投资企业(有限合伙),银河金汇证券资产管理有限公司,962.2,13.88,1.58,"股东无锡联创人工智能投资企业(有限合伙)于2017年2月10日质押给银河金汇证券资产管理有限公司9,621,999股公司股本,用于担保.",质押起始日2017年2月10日至质权人办理解除质押登记止,已到平仓线,7.55,6.61,11.8,6.42,"4,358.17",62.88,7.11,--,2017/2/22,20181016
